In vivo interactions of RNA polymerase II with genes of Drosophila melanogaster,3018544,10.1128/mcb.5.8.2009,"We describe a method for examining the in vivo distribution of a protein on specific eucaryotic DNA sequences. In this method, proteins are cross-linked to DNA in intact cells, and the protein-DNA adducts are isolated by immunoprecipitation with antiserum against the protein. Characterization of the DNA cross-linked to the precipitated protein identifies the sequences with which the protein is associated in vivo. Here, we applied these methods to detect RNA polymerase II-DNA interactions in heat-shocked and untreated Drosophila melanogaster Schneider line 2 cells. The level of RNA polymerase II associated with several heat shock genes increased dramatically in response to heat shock, whereas the level associated with the copia genes decreased, indicating that both induction of heat shock gene expression and repression of the copia gene expression by heat shock occur at the transcriptional level. Low levels of RNA polymerase II were present on DNA outside of the transcription units, and for at least two genes, hsp83 and hsp26, RNA polymerase II initiated binding near the transcription start site. Moreover, for hsp70, the density of RNA polymerase II on sequences downstream of the polyadenylate addition site was much lower than that observed on the gene internal sequences. Examination of the amount of specific restriction fragments cross-linked to RNA polymerase II provides a means of detecting RNA polymerase II on individual members of multigene families. This analysis shows that RNA polymerase II is associated with only one of the two cytoplasmic actin genes.",1985,"D S Gilmour, J T Lis, D S Gilmour, J T Lis"
Drosophila spermatogenesis: insights into testicular cancer,17573852,10.1111/j.1365-2605.2007.00767.x,"Geneticists have a long history of studying reproduction in the fruitfly, Drosophila melanogaster, and in recent years it has become apparent that many of the genes that regulate invertebrate reproduction have been conserved through vertebrate evolution. As with other higher eukaryotes, spermatogenesis in Drosophila is characterized by a regenerative germline stem cell population that divides asymmetrically to produce mitotic spermatogonia which will eventually differentiate into spermatocytes. Germline tumours consisting of undifferentiated germ cells have been associated with both loss-of-function mutations and ectopic gene expression. While the genesis of these tumours may not be identical to human germ cell tumours many of the genes that regulate stem cell proliferation and aberrant over-proliferation in the Drosophila testis provide candidate molecules that may underlie the genetic programmes that contribute to human testicular oncogenesis.",2007,"G R Hime, K L Loveland, H E Abud, G R Hime, K L Loveland, H E Abud"
Sorting of Drosophila small silencing RNAs,17662944,10.1016/j.cell.2007.05.057,"In Drosophila, small interfering RNAs (siRNAs), which direct RNA interference through the Argonaute protein Ago2, are produced by a biogenesis pathway distinct from microRNAs (miRNAs), which regulate endogenous mRNA expression as guides for Ago1. Here, we report that siRNAs and miRNAs are sorted into Ago1 and Ago2 by pathways independent from the processes that produce these two classes of small RNAs. Such small-RNA sorting reflects the structure of the double-stranded assembly intermediates--the miRNA/miRNA( *) and siRNA duplexes--from which Argonaute proteins are loaded. We find that the Dcr-2/R2D2 heterodimer acts as a gatekeeper for the assembly of Ago2 complexes, promoting the incorporation of siRNAs and disfavoring miRNAs as loading substrates for Drosophila Ago2. A separate mechanism acts in parallel to favor miRNA/miRNA( *) duplexes and exclude siRNAs from assembly into Ago1 complexes. Thus, in flies small-RNA duplexes are actively sorted into Argonaute-containing complexes according to their intrinsic structures.",2007,"Yukihide Tomari, Tingting Du, Phillip D Zamore, Yukihide Tomari, Tingting Du, Phillip D Zamore"
Intersectin enhances huntingtin aggregation and neurodegeneration through activation of c-Jun-NH2-terminal kinase,17550941,10.1093/hmg/ddm134,"Huntingon's disease is a progressive neurodegenerative disease arising from expansion of a polyglutamine (polyQ) tract in the protein huntingtin (Htt) resulting in aggregation of mutant Htt into nuclear and/or cytosolic inclusions in neurons. Mutant Htt affects multiple processes including protein degradation, transcription, signal transduction, fast axonal transport and endocytosis [reviewed in Ross, C.A. and Poirier, M.A. (2005) Opinion: what is the role of protein aggregation in neurodegeneration? Nat. Rev. Mol. Cell. Biol., 6, 891-898]. Here, we report that the endocytic and signal transduction scaffold intersectin (ITSN) increased aggregate formation by mutant Htt through activation of the c-Jun-NH(2)-terminal kinase (JNK)-MAPK pathway. Conversely, silencing ITSN or inhibiting JNK attenuated aggregate formation. Using a Drosophila model for polyQ repeat disease, we observed that ITSN enhanced polyQ-mediated neurotoxicity. A reciprocal relationship was observed between ITSN and Htt. While ITSN enhanced Htt aggregation and toxicity, Htt, in turn, inhibited the cooperativity between ITSN and the epidermal growth factor receptor signal transduction pathway. Finally, we observed that ITSN overexpression enhanced aggregation of polyQ-expanded androgen receptor (AR) as well as wild-type versions of both Htt and AR suggesting a broader involvement of ITSN in neurodegenerative diseases through destabilization of polyQ-containing proteins.",2007,"Erica Scappini, Tong-Wey Koh, Negin P Martin, John P O'Bryan, Erica Scappini, Tong-Wey Koh, Negin P Martin, John P O'Bryan"
A wave of EGFR signaling determines cell alignment and intercalation in the Drosophila tracheal placode,17978004,10.1242/dev.010397,"Invagination of organ placodes converts flat epithelia into three-dimensional organs. Cell tracing in the Drosophila tracheal placode revealed that, in the 30-minute period before invagination, cells enter mitotic quiescence and form short rows that encircle the future invagination site. The cells in the rows align to form a smooth boundary (;boundary smoothing'), accompanied by a transient increase in myosin at the boundary and cell intercalation oriented in parallel with the cellular rows. Cells then undergo apical constriction and invaginate, followed by radially oriented mitosis in the placode. Prior to invagination, ERK MAP kinase is activated in an outward circular wave, with the wave front often correlating with the smoothing cell boundaries. EGFR signaling is required for myosin accumulation and cell boundary smoothing, suggesting its propagation polarizes the planar cell rearrangement in the tracheal placode, and coordinates the timing and position of intrinsic cell internalization activities.",2007,"Mayuko Nishimura, Yoshiko Inoue, Shigeo Hayashi, Mayuko Nishimura, Yoshiko Inoue, Shigeo Hayashi"
"Drosophila Spd-2 recruits PCM to the sperm centriole, but is dispensable for centriole duplication",17919907,10.1016/j.cub.2007.08.065,"In C. elegans, genome-wide screens have identified just five essential centriole-duplication factors: SPD-2, ZYG-1, SAS-5, SAS-6, and SAS-4 [1-8]. These proteins are widely believed to comprise a conserved core duplication module [3, 9-14]. In worm embryos, SPD-2 is the most upstream component of this module, and it is also essential for pericentriolar material (PCM) recruitment to the centrioles [1, 4, 15, 16]. Here, we show that Drosophila Spd-2 (DSpd-2) is a component of both the centrioles and the PCM and has a role in recruiting PCM to the centrioles. DSpd-2 appears not, however, to be essential for centriole duplication in somatic cells. Moreover, PCM recruitment in DSpd-2 mutant somatic cells is only partially compromised, and mitosis appears unperturbed. In contrast, DSpd-2 is essential for proper PCM recruitment to the fertilizing sperm centriole, and hence for microtubule nucleation and pronuclear fusion. DSpd-2 therefore appears to have a particularly important role in recruiting PCM to the sperm centriole. We speculate that the SPD-2 family of proteins might only be absolutely essential for the recruitment of centriole duplication factors and PCM to the centriole(s) that enter the egg with the fertilizing sperm.",2007,"Carly I Dix, Jordan W Raff, Carly I Dix, Jordan W Raff"
"Spindly, a novel protein essential for silencing the spindle assembly checkpoint, recruits dynein to the kinetochore",17576797,10.1083/jcb.200702062,"The eukaryotic spindle assembly checkpoint (SAC) monitors microtubule attachment to kinetochores and prevents anaphase onset until all kinetochores are aligned on the metaphase plate. In higher eukaryotes, cytoplasmic dynein is involved in silencing the SAC by removing the checkpoint proteins Mad2 and the Rod-Zw10-Zwilch complex (RZZ) from aligned kinetochores (Howell, B.J., B.F. McEwen, J.C. Canman, D.B. Hoffman, E.M. Farrar, C.L. Rieder, and E.D. Salmon. 2001. J. Cell Biol. 155:1159-1172; Wojcik, E., R. Basto, M. Serr, F. Scaerou, R. Karess, and T. Hays. 2001. Nat. Cell Biol. 3:1001-1007). Using a high throughput RNA interference screen in Drosophila melanogaster S2 cells, we have identified a new protein (Spindly) that accumulates on unattached kinetochores and is required for silencing the SAC. After the depletion of Spindly, dynein cannot target to kinetochores, and, as a result, cells arrest in metaphase with high levels of kinetochore-bound Mad2 and RZZ. We also identified a human homologue of Spindly that serves a similar function. However, dynein's nonkinetochore functions are unaffected by Spindly depletion. Our findings indicate that Spindly is a novel regulator of mitotic dynein, functioning specifically to target dynein to kinetochores.",2007,"Eric R Griffis, Nico Stuurman, Ronald D Vale, Eric R Griffis, Nico Stuurman, Ronald D Vale"
Drosophila brain tumor metastases express both neuronal and glial cell type markers,17055475,10.1016/j.ydbio.2006.09.019,"Loss of either lgl or brat gene activity in Drosophila larvae causes neoplastic brain tumors. Fragments of tumorous brains from either mutant transplanted into adult hosts over-proliferate, and kill their hosts within 2 weeks. We developed an in vivo assay for the metastatic potential of tumor cells by quantifying micrometastasis formation within the ovarioles of adult hosts after transplantation and determined that specific metastatic properties of lgl and brat tumor cells are different. We detected micrometastases in 15.8% of ovarioles from wild type host females 12 days after transplanting lgl tumor cells into their abdominal cavities. This frequency increased significantly with increased proliferation time. We detected micrometastases in 15% of ovarioles from wild type host females 10 days after transplanting brat tumor cells into their abdominal cavities. By contrast, this frequency did not change significantly with increased proliferation time. We found that nearly all lgl micrometastases co-express the neuronal cell marker, ELAV, and the glial cell marker, REPO. These markers are not co-expressed in normal brain cells nor in tumorous brain cells. This indicates deregulated gene expression in these metastatic cells. By contrast, most of the brat micrometastases expressed neither marker. While mutations in both lgl and brat cause neoplastic brain tumors, our results reveal that metastatic cells arising from these tumors have quite different properties. These data may have important implications for the treatment of tumor metastasis.",2007,"Michelle Beaucher, Julie Goodliffe, Evelyn Hersperger, Svetlana Trunova, Horacio Frydman, Allen Shearn, Michelle Beaucher, Julie Goodliffe, Evelyn Hersperger, Svetlana Trunova, Horacio Frydman, Allen Shearn"
"Distinct sensor pathways in the hierarchical control of SNAT2, a putative amino acid transceptor, by amino acid availability",17488712,10.1074/jbc.M611520200,"Mammalian nutrient sensors are novel targets for therapeutic intervention in disease states such as insulin resistance and muscle wasting; however, the proteins responsible for this important task are largely uncharacterized. To address this issue we have dissected an amino acid (AA) sensor/effector regulon that controls the expression of the System A amino acid transporter SNAT2 in mammalian cells, a paradigm nutrient-responsive process, and found evidence for the convergence of at least two sensor/effector pathways. During AA withdrawal, JNK is activated and induces the expression of SNAT2 in L6 myotubes by stimulating an intronic nutrient-sensitive domain. A sensor for large neutral AA (e.g. Tyr, Gln) inhibits JNK activation and SNAT2 up-regulation. Additionally, shRNA and transporter chimeras demonstrate that SNAT2 provides a repressive signal for gene transcription during AA sufficiency, thus echoing AA sensing by transceptor (transporter-receptor) orthologues in yeast (Gap1/Ssy1) and Drosophila (PATH). Furthermore, the SNAT2 protein is stabilized during AA withdrawal.",2007,"Russell Hyde, Emma L Cwiklinski, Katrina MacAulay, Peter M Taylor, Harinder S Hundal, Russell Hyde, Emma L Cwiklinski, Katrina MacAulay, Peter M Taylor, Harinder S Hundal"
Drosophila melanogaster as a model for studying protein-encoding genes that are resident in constitutive heterochromatin,17080025,10.1038/sj.hdy.6800877,"The organization of chromosomes into euchromatin and heterochromatin is one of the most enigmatic aspects of genome evolution. For a long time, heterochromatin was considered to be a genomic wasteland, incompatible with gene expression. However, recent studies--primarily conducted in Drosophila melanogaster--have shown that this peculiar genomic component performs important cellular functions and carries essential genes. New research on the molecular organization, function and evolution of heterochromatin has been facilitated by the sequencing and annotation of heterochromatic DNA. About 450 predicted genes have been identified in the heterochromatin of D. melanogaster, indicating that the number of active genes is higher than had been suggested by genetic analysis. Most of the essential genes are still unknown at the molecular level, and a detailed functional analysis of the predicted genes is difficult owing to the lack of mutant alleles. Far from being a peculiarity of Drosophila, heterochromatic genes have also been found in Saccharomyces cerevisiae, Schizosaccharomyces pombe, Oryza sativa and Arabidopsis thaliana, as well as in humans. The presence of expressed genes in heterochromatin seems paradoxical because they appear to function in an environment that has been considered incompatible with gene expression. In the future, genetic, functional genomic and proteomic analyses will offer powerful approaches with which to explore the functions of heterochromatic genes and to elucidate the mechanisms driving their expression.",2007,"N Corradini, F Rossi, E Giordano, R Caizzi, F Verní, P Dimitri, N Corradini, F Rossi, E Giordano, R Caizzi, F Verní, P Dimitri"
Self-recognition at the atomic level: understanding the astonishing molecular diversity of homophilic Dscams,17920010,10.1016/j.neuron.2007.09.024,"The Drosophila Dscams are immunoglobulin superfamily members produced from a single gene that is diversified by alternative splicing to produce a family of cell-surface proteins with over 19,000 different ectodomain isoforms. Dscams are critical for neuronal wiring, and mounting evidence suggests that they play a key role in self-avoidance between sister branches from neurons, which depends on homophilic self-recognition by Dscams. Two recent papers shed new light on Dscam recognition: first by showing that the vast majority of Dscam isoforms mediate specific homophilic binding and second by revealing the essence of the molecular basis of homophilic recognition by Dscams through high-resolution structural studies.",2007,"Lawrence Shapiro, Lawrence Shapiro"
"Mutations in the Drosophila mitochondrial tRNA amidotransferase, bene/gatA, cause growth defects in mitotic and endoreplicating tissues",18245325,10.1534/genetics.107.084376,"Rapid larval growth is essential in the development of most metazoans. In this article, we show that bene, a gene previously identified on the basis of its oogenesis defects, is also required for larval growth and viability. We show that all bene alleles disrupt gatA, which encodes the Drosophila homolog of glutamyl-tRNA(Gln) amidotransferase subunit A (GatA). bene alleles are now referred to as gatA. GatA proteins are highly conserved throughout eukaryotes and many prokaryotes. These enzymes are required for proper translation of the proteins encoded by the mitochondrial genome and by many eubacterial genomes. Mitotic and endoreplicating tissues in Drosophila gatA loss-of-function mutants grow slowly and never achieve wild-type size, and gatA larvae die before pupariation. gatA mutant eye clones exhibit growth and differentiation defects, indicating that gatA expression is required cell autonomously for normal growth. The gatA gene is widely expressed in mitotic and endoreplicating tissues.",2008,"Jason Z Morris, Leah Bergman, Anna Kruyer, Mikhail Gertsberg, Adriana Guigova, Ronald Arias, Monika Pogorzelska, Jason Z Morris, Leah Bergman, Anna Kruyer, Mikhail Gertsberg, Adriana Guigova, Ronald Arias, Monika Pogorzelska"
G protein-coupled receptor kinase 2 is required for rhythmic olfactory responses in Drosophila,18499458,10.1016/j.cub.2008.04.062,"Background:
        
      
      The Drosophila circadian clock controls rhythms in the amplitude of odor-induced electrophysiological responses that peak during the middle of night. These rhythms are dependent on clocks in olfactory sensory neurons (OSNs), suggesting that odorant receptors (ORs) or OR-dependent processes are under clock control. Because responses to odors are initiated by heteromeric OR complexes that form odor-gated and cyclic-nucleotide-activated cation channels, we tested whether regulators of ORs were under circadian-clock control.
    


          Results:
        
      
      The levels of G protein-coupled receptor kinase 2 (Gprk2) messenger RNA and protein cycle in a circadian-clock-dependent manner with a peak around the middle of the night in antennae. Gprk2 overexpression in OSNs from wild-type or cyc(01) flies elicits constant high-amplitude electroantennogram (EAG) responses to ethyl acetate, whereas Gprk2 mutants produce constant low-amplitude EAG responses. ORs accumulate to high levels in the dendrites of OSNs around the middle of the night, and this dendritic localization of ORs is enhanced by GPRK2 overexpression at times when ORs are primarily localized in the cell body.
    


          Conclusions:
        
      
      These results support a model in which circadian-clock-dependent rhythms in GPRK2 abundance control the rhythmic accumulation of ORs in OSN dendrites, which in turn control rhythms in olfactory responses. The enhancement of OR function by GPRK2 contrasts with the traditional role of GPRKs in desensitizing activated receptors and suggests that GPRK2 functions through a fundamentally different mechanism to modulate OR activity.",2008,"Shintaro Tanoue, Parthasarathy Krishnan, Abhishek Chatterjee, Paul E Hardin, Shintaro Tanoue, Parthasarathy Krishnan, Abhishek Chatterjee, Paul E Hardin"
"African Drosophila melanogaster and D. simulans populations have similar levels of sequence variability, suggesting comparable effective population sizes",18202383,10.1534/genetics.107.080200,"Drosophila melanogaster and D. simulans are two closely related species with a similar distribution range. Many studies suggested that D. melanogaster has a smaller effective population size than D. simulans. As most evidence was derived from non-African populations, we readdressed this question by sequencing 10 X-linked loci in five African D. simulans and six African D. melanogaster populations. Contrary to previous results, we found no evidence for higher variability, and thus larger effective population size, in D. simulans. Our observation of similar levels of variability of both species will have important implications for the interpretation of patterns of molecular evolution.",2008,"Viola Nolte, Christian Schlötterer, Viola Nolte, Christian Schlötterer"
Structure-function analysis of the RNA helicase maleless,18086708,10.1093/nar/gkm1108,"Loss of function of the RNA helicase maleless (MLE) in Drosophila melanogaster leads to male-specific lethality due to a failure of X chromosome dosage compensation. MLE is presumably involved in incorporating the non-coding roX RNA into the dosage compensation complex (DCC), which is an essential but poorly understood requirement for faithful targeting of the complex to the X chromosome. Sequence comparison predicts several RNA-binding domains in MLE but their properties have not been experimentally verified. We evaluated the RNA-binding characteristics of these conserved motifs and their contributions to RNA-stimulated ATPase activity, to helicase activity, as well as to the targeting of MLE to the nucleus and to the X chromosome territory. We find that RB2 is the dominant, conditional RNA-binding module, which is indispensable for ATPase and helicase activity whereas the N-terminal RB1 motif does not bind RNA, but is involved in targeting MLE to the X chromosome. The C-terminal domain containing a glycine-rich heptad repeat adds potential dimerization and RNA-binding surfaces which are not required for helicase activity.",2008,"Annalisa Izzo, Catherine Regnard, Violette Morales, Elisabeth Kremmer, Peter B Becker, Annalisa Izzo, Catherine Regnard, Violette Morales, Elisabeth Kremmer, Peter B Becker"
Evidence for postsynaptic modulation of muscle contraction by a Drosophila neuropeptide,18394755,10.1016/j.peptides.2008.02.013,"DPKQDFMRFamide, the most abundant FMRFamide-like peptide in Drosophila melanogaster, has been shown previously to enhance contractions of larval body wall muscles elicited by nerve stimulation and to increase excitatory junction potentials (EJPs). The present work investigated the possibility that this peptide can also stimulate muscle contraction by a direct action on muscle fibers. DPKQDFMRFamide induced slow contractions and increased tonus in body wall muscles of Drosophila larvae from which the central nervous system had been removed. The threshold for this effect was approximately 10(-8)M. The increase in tonus persisted in the presence of 7x10(-3)M glutamate, which desensitized postsynaptic glutamate receptors. Thus, the effect on tonus could not be explained by enhanced release of glutamate from synaptic terminals and, thus, may represent a postsynaptic effect. The effect on tonus was abolished in calcium-free saline and by treatment with L-type calcium channel blockers, nifedipine and nicardipine, but not by T-type blockers, amiloride and flunarizine. The present results provide evidence that this Drosophila peptide can act postsynaptically in addition to its apparent presynaptic effects, and that the postsynaptic effect requires influx through L-type calcium channels.",2008,"Julie Clark, Maja Milakovic, Amanda Cull, Markus K Klose, A Joffre Mercier, Julie Clark, Maja Milakovic, Amanda Cull, Markus K Klose, A Joffre Mercier"
Bovine papillomavirus type 4 L1 gene transfection in a Drosophila S2 cell expression system: absence of L1 protein expression,24031166,10.1590/S1517-83822008000100001,"The development of a bovine papillomavirus (BPV) vaccine is an outstanding challenge. BPV protein L1 gene transfection in the Drosophila melanogaster S2 cell expression system failed to produce L1 protein notwithstanding correct L1 gene insertion. Severe genetic inbalance in the host cell line, including cytogenetic alterations, may account for the lack of protein expression.",2008,"Luiz Gustavo Bentim Góes, Antonio Carlos de Freitas, Oilita Pereira Ferraz, Tania Tassinari Rieger, José Ferreira Dos Santos, Alexandre Pereira, Willy Beçak, Charles J Lindsey, Rita de Cassia Stocco, Luiz Gustavo Bentim Góes, Antonio Carlos de Freitas, Oilita Pereira Ferraz, Tania Tassinari Rieger, José Ferreira Dos Santos, Alexandre Pereira, Willy Beçak, Charles J Lindsey, Rita de Cassia Stocco"
Differential requirements for the Pax6(5a) genes eyegone and twin of eyegone during eye development in Drosophila,18275947,10.1016/j.ydbio.2007.12.037,"In eye development the tasks of tissue specification and cell proliferation are regulated, in part, by the Pax6 and Pax6(5a) proteins respectively. In vertebrates, Pax6(5a) is generated as an alternately spliced isoform of Pax6. This stands in contrast to the fruit fly, Drosophila melanogaster, which has two Pax6(5a) homologs that are encoded by the eyegone and twin of eyegone genes. In this report we set out to determine the respective contributions that each gene makes to the development of the fly retina. Here we demonstrate that both eyg and toe encode transcriptional repressors, are expressed in identical patterns but at significantly different levels. We further show, through a molecular dissection of both proteins, that Eyg makes differential use of several domains when compared to Toe and that the number of repressor domains also differs between the two Pax6(5a) homologs. We predict that these results will have implications for elucidating the functional differences between closely related members of other Pax subclasses.",2008,"Jih-Guang Yao, Bonnie M Weasner, Lan-Hsin Wang, Chuen-Chuen Jang, Brandon Weasner, Chiou-Yang Tang, Claire L Salzer, Chun-Hong Chen, Bruce Hay, Y Henry Sun, Justin P Kumar, Jih-Guang Yao, Bonnie M Weasner, Lan-Hsin Wang, Chuen-Chuen Jang, Brandon Weasner, Chiou-Yang Tang, Claire L Salzer, Chun-Hong Chen, Bruce Hay, Y Henry Sun, Justin P Kumar"
Evolution of the insect Sox genes,18439299,10.1186/1471-2148-8-120,"Background:
        
      
      The Sox gene family of transcriptional regulators have essential roles during development and have been extensively studied in vertebrates. The mouse, human and fugu genomes contain at least 20 Sox genes, which are subdivided into groups based on sequence similarity of the highly conserved HMG domain. In the well-studied insect Drosophila melanogaster, eight Sox genes have been identified and are involved in processes such as neurogenesis, dorsal-ventral patterning and segmentation.
    


          Results:
        
      
      We examined the available genome sequences of Apis mellifera, Nasonia vitripennis, Tribolium castaneum, Anopheles gambiae and identified Sox family members which were classified by phylogenetics using the HMG domains. Using in situ hybridisation we determined the expression patterns of eight honeybee Sox genes in honeybee embryo, adult brain and queen ovary. AmSoxB group genes were expressed in the nervous system, brain and Malphigian tubules. The restricted localization of AmSox21b and AmSoxB1 mRNAs within the oocyte, suggested a role in, or that they are regulated by, dorsal-ventral patterning. AmSoxC, D and F were expressed ubiquitously in late embryos and in the follicle cells of the queen ovary. Expression of AmSoxF and two AmSoxE genes was detected in the drone testis.
    


          Conclusion:
        
      
      Insect genomes contain between eight and nine Sox genes, with at least four members belonging to Sox group B and other Sox subgroups each being represented by a single Sox gene. Hymenopteran insects have an additional SoxE gene, which may have arisen by gene duplication. Expression analyses of honeybee SoxB genes implies that this group of genes may be able to rapidly evolve new functions and expression domains, while the combined expression pattern of all the SoxB genes is maintained.",2008,"Megan J Wilson, Peter K Dearden, Megan J Wilson, Peter K Dearden"
Glial cell regulation of neurotransmission and behavior in Drosophila,18950546,10.1017/S1740925X09000027,"Mounting evidence demonstrates that glial cells might have important roles in regulating the physiology and behavior of adult animals. We summarize some of this evidence here, with an emphasis on the roles of glia of the differentiated nervous system in controlling neuronal excitability, behavior and plasticity. In the review we highlight studies in Drosophila and discuss results from the analysis of mammalian astrocytes that demonstrate roles for glia in the adult nervous system.",2008,"F Rob Jackson, Philip G Haydon, F Rob Jackson, Philip G Haydon"
A mis-expression study of factors affecting Drosophila PNS cell identity,18420029,10.1016/j.bbrc.2008.04.030,"Drosophila PNS sense organs arise from single sensory organ precursor (SOP) cells through a series of asymmetric divisions. In a mis-expression screen for factors affecting PNS development, we identified string and dappled as being important for the proper formation of adult external sensory (ES) organs. string is a G2 regulator. dappled has no described function but is implicated in tumorigenesis. The mis-expression effect from string was analysed using timed over expression during adult ES-organ and, for comparison, embryonic Chordotonal (Ch) organ formation. Surprisingly, string mis-expression prior to SOP division gave the greatest effect in both systems. In adult ES-organs, this lead to cell fate transformations producing structural cells, whilst in the embryo organs were lost, hence differences within the lineages exist. Mis-expression of dappled, lead to loss and duplications of entire organs in both systems, potentially affecting SOP specification, in addition to affecting neuronal guidance.",2008,"Fergal O'Farrell, Per Kylsten, Fergal O'Farrell, Per Kylsten"
Gene induction following wounding of wild-type versus macrophage-deficient Drosophila embryos,18344972,10.1038/embor.2008.34,"By using a microarray screen to compare gene responses after sterile laser wounding of wild-type and 'macrophageless' serpent mutant Drosophila embryos, we show the wound-induced programmes that are independent of a pathogenic response and distinguish which of the genes are macrophage dependent. The evolutionarily conserved nature of this response is highlighted by our finding that one such new inflammation-associated gene, growth arrest and DNA damage-inducible gene 45 (GADD45), is upregulated in both Drosophila and murine repair models. Comparison of unwounded wild-type and serpent mutant embryos also shows a portfolio of 'macrophage-specific' genes, which suggest analogous functions with vertebrate inflammatory cells. Besides identifying the various classes of wound- and macrophage-related genes, our data indicate that sterile injury per se, in the absence of pathogens, triggers induction of a 'pathogen response', which might prime the organism for what is likely to be an increased risk of infection.",2008,"Brian Stramer, Mark Winfield, Tanya Shaw, Thomas H Millard, Sarah Woolner, Paul Martin, Brian Stramer, Mark Winfield, Tanya Shaw, Thomas H Millard, Sarah Woolner, Paul Martin"
D1 receptor activation in the mushroom bodies rescues sleep-loss-induced learning impairments in Drosophila,18674913,10.1016/j.cub.2008.07.028,"Background:
        
      
      Extended wakefulness disrupts acquisition of short-term memories in mammals. However, the underlying molecular mechanisms triggered by extended waking and restored by sleep are unknown. Moreover, the neuronal circuits that depend on sleep for optimal learning remain unidentified.
    


          Results:
        
      
      Learning was evaluated with aversive phototaxic suppression. In this task, flies learn to avoid light that is paired with an aversive stimulus (quinine-humidity). We demonstrate extensive homology in sleep-deprivation-induced learning impairment between flies and humans. Both 6 hr and 12 hr of sleep deprivation are sufficient to impair learning in Canton-S (Cs) flies. Moreover, learning is impaired at the end of the normal waking day in direct correlation with time spent awake. Mechanistic studies indicate that this task requires intact mushroom bodies (MBs) and requires the dopamine D1-like receptor (dDA1). Importantly, sleep-deprivation-induced learning impairments could be rescued by targeted gene expression of the dDA1 receptor to the MBs.
    


          Conclusions:
        
      
      These data provide direct evidence that extended wakefulness disrupts learning in Drosophila. These results demonstrate that it is possible to prevent the effects of sleep deprivation by targeting a single neuronal structure and identify cellular and molecular targets adversely affected by extended waking in a genetically tractable model organism.",2008,"Laurent Seugnet, Yasuko Suzuki, Lucy Vine, Laura Gottschalk, Paul J Shaw, Laurent Seugnet, Yasuko Suzuki, Lucy Vine, Laura Gottschalk, Paul J Shaw"
"SNF4Agamma, the Drosophila AMPK gamma subunit is required for regulation of developmental and stress-induced autophagy",18285699,10.4161/auto.5719,"In holometabolous insects including Drosophila melanogaster a wave of autophagy triggered by 20-hydroxyecdysone is observed in the larval tissues during the third larval stage of metamorphosis. We used this model system to study the genetic regulation of autophagy. We performed a genetic screen to select P-element insertions that affect autophagy in the larval fat body. Light and electron microscopy of one of the isolated mutants (l(3)S005042) revealed the absence of autophagic vesicles in their fat body cells during the third larval stage. We show that formation of autophagic vesicles cannot be induced by 20-hydroxyecdysone in the tissues of mutant flies and represent evidence demonstrating that the failure to form autophagic vesicles is due to the insertion of a P-element into the gene coding SNF4Agamma, the Drosophila homologue of the AMPK (AMP-activated protein kinase) gamma subunit. The ability to form autophagic vesicles (wild-type phenotype) can be restored by remobilization of the P-element in the mutant. Silencing of SNF4Agamma by RNAi suppresses autophagic vesicle formation in wild-type flies. We raised an antibody against SNF4Agamma and showed that this gene product is constitutively present in the wild-type larval tissues during postembryonal development. SNF4Agamma is nearly absent from the cells of homozygous mutants. SNF4Agamma translocates into the nuclei of fat body cells at the onset of the wandering stage concurrently with the beginning of the autophagic process. Our results demonstrate that SNF4Agamma has an essential role in the regulation of autophagy in Drosophila larval fat body cells.",2008,"Mónika Lippai, György Csikós, Péter Maróy, Tamás Lukácsovich, Gábor Juhász, Miklós Sass, Mónika Lippai, György Csikós, Péter Maróy, Tamás Lukácsovich, Gábor Juhász, Miklós Sass"
"Bombyx small RNAs: genomic defense system against transposons in the silkworm, Bombyx mori",18801438,10.1016/j.ibmb.2008.03.007,"Selfish genetic elements called transposons can insert themselves at new locations in host genomes to modify gene structure and alter gene expression. Expansion of transposons can occur when novel transposition events are transmitted to subsequent generations after germline hopping. Therefore, organisms seem likely to have evolved defense mechanisms to silence transposons in the germline. Recently, small RNAs interacting with Piwi proteins (piwi-interacting RNAs: piRNAs) have been demonstrated to be involved in genomic defense mechanism against transposons. Here, we show that piRNA-like small RNAs are present abundantly in the Bombyx ovary. We cloned 38,493 kinds of Bombyx small RNA from the ovary and performed functional characterization. Bombyx small RNAs showed a unimodal length distribution with a peak at 28nt and a strong bias for U at the 5' end. We found that 12,869 kinds of Bombyx small RNAs were associated with transposons or repetitive sequences. We classified them as repeat-associated small interfering RNAs (rasiRNAs), a subclass of piRNAs. Notably, antisense rasiRNAs have a strong bias toward U at 5' ends; in contrast, sense rasiRNAs have a strong bias toward A at nucleotide position 10, indicating that the piRNA amplification loop proposed in Drosophila is evolutionarily conserved in Bombyx. These results suggest that Bombyx small RNAs regulate transposon activity.",2008,"Shinpei Kawaoka, Nobumitsu Hayashi, Susumu Katsuma, Hirohisa Kishino, Yuji Kohara, Kazuei Mita, Toru Shimada, Shinpei Kawaoka, Nobumitsu Hayashi, Susumu Katsuma, Hirohisa Kishino, Yuji Kohara, Kazuei Mita, Toru Shimada"
